Code,Name,결산월,WICS업종코드(대),WICS업종명(중),WICS업종명(소)
A137950,제이씨케미칼,12.0,G10,에너지,에너지장비및서비스
A138070,신진에스엠,12.0,G20,자본재,기계
A138080,오이솔루션,12.0,G45,기술하드웨어와장비,통신장비
A138360,에이씨티,12.0,G25,내구소비재와의류,화장품
A138580,비즈니스온,12.0,G45,소프트웨어와서비스,소프트웨어
A138610,나이벡,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A138690,엘아이에스,12.0,G45,디스플레이,디스플레이장비및부품
A139050,데일리블록체인,12.0,G45,소프트웨어와서비스,IT서비스
A139670,넥스트리밍,12.0,G45,소프트웨어와서비스,소프트웨어
A140070,서플러스글로벌,12.0,G45,반도체와반도체장비,반도체와반도체장비
A140410,메지온,12.0,G35,제약과생물공학,제약
A140520,대창스틸,12.0,G15,소재,철강
A140670,알에스오토메이션,12.0,G45,기술하드웨어와장비,전자장비와기기
A140860,파크시스템스,12.0,G45,기술하드웨어와장비,전자장비와기기
A141000,비아트론,12.0,G45,디스플레이,디스플레이장비및부품
A141020,포티스,12.0,G25,소매(유통),판매업체
A141070,맥스로텍,12.0,G20,자본재,기계
A141080,레고켐바이오,12.0,G35,제약과생물공학,생명과학도구및서비스
A142210,유니트론텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A142280,녹십자엠에스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A142760,바이오리더스,12.0,G35,제약과생물공학,생물공학
A143160,아이디스,12.0,G45,기술하드웨어와장비,전자장비와기기
A143240,사람인에이치알,12.0,G20,상업서비스와공급품,상업서비스와공급품
A143540,영우디에스피,12.0,G45,디스플레이,디스플레이장비및부품
A144510,녹십자랩셀,12.0,G35,건강관리장비와서비스,건강관리업체및서비스
A144960,뉴파워프라즈마,12.0,G45,반도체와반도체장비,반도체와반도체장비
A145020,휴젤,12.0,G35,제약과생물공학,생물공학
A147760,마이크로프랜드,12.0,G45,반도체와반도체장비,반도체와반도체장비
A147830,제룡산업,12.0,G20,자본재,전기장비
A148140,비디아이,12.0,G20,자본재,기계
A148250,알엔투테크놀로지,12.0,G45,기술하드웨어와장비,통신장비
A149940,모다,12.0,G45,기술하드웨어와장비,통신장비
A149950,아바텍,12.0,G45,디스플레이,디스플레이장비및부품
A149980,하이로닉,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A150840,인트로메딕,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A150900,파수닷컴,12.0,G45,소프트웨어와서비스,소프트웨어
A151860,KG ETS,12.0,G55,유틸리티,복합유틸리티
A151910,나노스,12.0,G45,기술하드웨어와장비,핸드셋
A153460,네이블,12.0,G45,소프트웨어와서비스,소프트웨어
A153490,우리이앤엘,12.0,G45,디스플레이,디스플레이장비및부품
A153710,옵티팜,12.0,G35,제약과생물공학,제약
A154030,아시아종묘,9.0,G35,제약과생물공학,생물공학
A154040,솔루에타,12.0,G25,자동차와부품,자동차부품
A155650,와이엠씨,12.0,G45,디스플레이,디스플레이장비및부품
A155960,지디,12.0,,,
A156100,엘앤케이바이오,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A158310,인터불스,12.0,G20,자본재,기계
A158380,삼목강업,12.0,,,
A159580,제로투세븐,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A159910,스킨앤스킨,12.0,G25,내구소비재와의류,화장품
A160550,NEW,12.0,G25,미디어,방송과엔터테인먼트
A160600,에스엔텍,12.0,G45,디스플레이,디스플레이장비및부품
A160980,싸이맥스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A161570,THE MIDONG,12.0,G25,자동차와부품,자동차부품
A161580,필옵틱스,12.0,G45,디스플레이,디스플레이장비및부품
A166090,하나머티리얼즈,12.0,G45,반도체와반도체장비,반도체와반도체장비
A166480,코아스템,12.0,G35,제약과생물공학,생물공학
A168330,내츄럴엔도텍,12.0,G35,제약과생물공학,제약
A170030,현대공업,12.0,G25,자동차와부품,자동차부품
A170790,파이오링크,12.0,G45,기술하드웨어와장비,통신장비
A170920,엘티씨,12.0,G45,디스플레이,디스플레이장비및부품
A171010,램테크놀러지,12.0,G45,반도체와반도체장비,반도체와반도체장비
A171090,선익시스템,12.0,G45,디스플레이,디스플레이장비및부품
A171120,라이온켐텍,12.0,G20,자본재,건축자재
A173130,오파스넷,12.0,G45,소프트웨어와서비스,IT서비스
A173940,에프엔씨엔터,12.0,G25,미디어,방송과엔터테인먼트
A174880,장원테크,12.0,G45,기술하드웨어와장비,핸드셋
A174900,앱클론,12.0,G35,제약과생물공학,생물공학
A175140,인포마크,12.0,G45,기술하드웨어와장비,핸드셋
A175250,아이큐어,12.0,G25,내구소비재와의류,화장품
A176440,에이치엔티,12.0,G45,기술하드웨어와장비,핸드셋
A177350,베셀,12.0,G45,디스플레이,디스플레이장비및부품
A177830,파버나인,12.0,G15,소재,비철금속
A178320,서진시스템,12.0,G45,기술하드웨어와장비,통신장비
A178780,유테크,12.0,G45,기술하드웨어와장비,핸드셋
A178920,SKC코오롱PI,12.0,G15,소재,화학
A179290,엠아이텍,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A179900,유티아이,12.0,G45,기술하드웨어와장비,핸드셋
A180400,캔서롭,12.0,G35,제약과생물공학,생명과학도구및서비스
A181340,이즈미디어,12.0,G45,기술하드웨어와장비,핸드셋
A182360,큐브엔터,12.0,G25,미디어,방송과엔터테인먼트
A182400,에이티젠,12.0,G35,제약과생물공학,생명과학도구및서비스
A182690,테라셈,12.0,G45,반도체와반도체장비,반도체와반도체장비
A183300,코미코,12.0,G45,반도체와반도체장비,반도체와반도체장비
A183490,엔지켐생명과학,12.0,G35,제약과생물공학,제약
A184230,SGA솔루션즈,12.0,G45,소프트웨어와서비스,소프트웨어
A185490,아이진,12.0,G35,제약과생물공학,생물공학
A187220,디티앤씨,12.0,G45,기술하드웨어와장비,전자장비와기기
A187270,신화콘텍,12.0,G45,전자와 전기제품,전기제품
A187420,제노포커스,12.0,G35,제약과생물공학,생물공학
A187790,나노,12.0,G15,소재,화학
A187870,디바이스이엔지,12.0,G45,디스플레이,디스플레이장비및부품
A189300,인텔리안테크,12.0,G45,기술하드웨어와장비,통신장비
A189690,포시에스,6.0,G45,소프트웨어와서비스,소프트웨어
A189860,서전기전,12.0,G20,자본재,전기장비
A189980,흥국에프엔비,12.0,G30,"식품,음료,담배",음료
A190510,나무가,12.0,G45,기술하드웨어와장비,핸드셋
A191410,육일씨엔에쓰,12.0,G45,기술하드웨어와장비,핸드셋
A191420,테고사이언스,12.0,G35,제약과생물공학,생물공학
A192080,더블유게임즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A192250,케이사인,12.0,G45,소프트웨어와서비스,소프트웨어
A192390,윈하이텍,12.0,G20,자본재,건축제품
A192410,감마누,12.0,G45,기술하드웨어와장비,통신장비
A192440,슈피겐코리아,12.0,G45,기술하드웨어와장비,핸드셋
A193250,와이제이엠게임즈,12.0,G45,기술하드웨어와장비,핸드셋
A194480,데브시스터즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A194510,파티게임즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A194610,우성아이비,12.0,,,
A194700,노바렉스,12.0,G35,제약과생물공학,제약
A195440,퓨전데이타,12.0,G45,소프트웨어와서비스,소프트웨어
A195990,유지인트,12.0,G20,자본재,기계
A196170,알테오젠,12.0,G35,제약과생물공학,생물공학
A196300,애니젠,12.0,G35,제약과생물공학,생물공학
A196450,텔루스,12.0,G45,기술하드웨어와장비,핸드셋
A196490,디에이테크놀로지,12.0,G45,전자와 전기제품,전기제품
A196700,웹스,12.0,G15,소재,화학
A197140,디지캡,12.0,G45,소프트웨어와서비스,소프트웨어
A197210,리드,12.0,G45,디스플레이,디스플레이장비및부품
A198440,고려시멘트,12.0,G20,자본재,건축자재
A200130,콜마비앤에이치,12.0,G25,내구소비재와의류,화장품
A200230,텔콘RF제약,12.0,G45,기술하드웨어와장비,통신장비
A200470,하이셈,12.0,G45,반도체와반도체장비,반도체와반도체장비
A200670,휴메딕스,12.0,G35,제약과생물공학,제약
A200710,에이디테크놀로지,12.0,G45,반도체와반도체장비,반도체와반도체장비
A200780,비씨월드제약,12.0,G35,제약과생물공학,제약
A201490,미투온,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A203450,유니온커뮤니티,12.0,G45,기술하드웨어와장비,전자장비와기기
A203650,드림시큐리티,12.0,G45,소프트웨어와서비스,소프트웨어
A203690,프로스테믹스,12.0,G35,제약과생물공학,생물공학
A204020,엠코르셋,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A204620,글로벌텍스프리,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A204630,화이브라더스코리아,12.0,G25,미디어,방송과엔터테인먼트
A204840,지엘팜텍,12.0,G35,제약과생물공학,제약
A204990,현성바이탈,12.0,G35,제약과생물공학,제약
A205100,엑셈,12.0,G45,소프트웨어와서비스,소프트웨어
A205470,휴마시스,12.0,G35,제약과생물공학,생명과학도구및서비스
A205500,액션스퀘어,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A206400,엔터메이트,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A206560,덱스터,12.0,G25,미디어,방송과엔터테인먼트
A206640,바디텍메드,12.0,G35,제약과생물공학,생명과학도구및서비스
A206650,유바이오로직스,12.0,G35,제약과생물공학,생물공학
A207760,미스터블루,12.0,G25,미디어,출판
A208140,정다운,12.0,G30,"식품,음료,담배",식품
A208340,파멥신,12.0,G35,제약과생물공학,생물공학
A208350,지란지교시큐리티,12.0,G45,소프트웨어와서비스,소프트웨어
A208370,셀바스헬스케어,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A208640,썸에이지,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A208710,바이오로그디바이스,12.0,G45,기술하드웨어와장비,핸드셋
A208860,엔지스테크널러지,12.0,G45,소프트웨어와서비스,소프트웨어
A211270,AP위성,12.0,G45,기술하드웨어와장비,핸드셋
A212560,네오오토,12.0,G25,자동차와부품,자동차부품
A213090,미래테크놀로지,12.0,G45,소프트웨어와서비스,IT서비스
A213420,덕산네오룩스,12.0,G45,디스플레이,디스플레이장비및부품
A214150,클래시스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A214180,민앤지,12.0,G45,소프트웨어와서비스,IT서비스
A214270,퓨쳐스트림네트웍스,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A214310,세미콘라이트,12.0,G45,디스플레이,디스플레이장비및부품
A214370,케어젠,12.0,G35,제약과생물공학,생물공학
A214430,아이쓰리시스템,12.0,G20,자본재,우주항공과국방
A214450,파마리서치프로덕트,12.0,G35,제약과생물공학,제약
A214680,디알텍,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A214870,에치디프로,12.0,G45,기술하드웨어와장비,통신장비
A215000,골프존,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A215090,한컴유니맥스,12.0,G20,자본재,우주항공과국방
A215100,로보로보,12.0,G25,교육서비스,교육서비스
A215200,메가스터디교육,12.0,G25,교육서비스,교육서비스
A215360,우리산업,12.0,G25,자동차와부품,자동차부품
A215380,우정바이오,12.0,G35,제약과생물공학,생명과학도구및서비스
A215480,토박스코리아,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A215600,신라젠,12.0,G35,제약과생물공학,생물공학
A215790,이노인스트루먼트,12.0,G45,기술하드웨어와장비,통신장비
A216050,인크로스,12.0,G25,미디어,광고
A217190,제너셈,12.0,G45,반도체와반도체장비,반도체와반도체장비
A217270,넵튠,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A217330,싸이토젠,12.0,G35,제약과생물공학,생물공학
A217480,에스디생명공학,12.0,G25,내구소비재와의류,화장품
A217500,러셀,12.0,G45,반도체와반도체장비,반도체와반도체장비
A217600,켐온,12.0,G35,제약과생물공학,생명과학도구및서비스
A217620,디딤,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A217730,강스템바이오텍,12.0,G35,제약과생물공학,생물공학
A217820,엔에스,12.0,G45,전자와 전기제품,전기제품
A218150,미래생명자원,12.0,G30,"식품,음료,담배",식품
A218410,RFHIC,12.0,G45,기술하드웨어와장비,통신장비
A219130,타이거일렉,12.0,G45,반도체와반도체장비,반도체와반도체장비
A219420,링크제니시스,12.0,G45,소프트웨어와서비스,소프트웨어
A219550,MP한강,12.0,G25,내구소비재와의류,화장품
A219750,지티지웰니스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A220100,퓨쳐켐,12.0,G35,제약과생물공학,제약
A220180,핸디소프트,12.0,G45,소프트웨어와서비스,소프트웨어
A220260,켐트로스,12.0,G15,소재,화학
A220630,해마로푸드서비스,12.0,G30,"식품,음료,담배",식품
A221610,한솔씨앤피,12.0,G15,소재,화학
A221840,하이즈항공,12.0,G20,자본재,우주항공과국방
A221980,케이디켐,12.0,G15,소재,화학
A222040,뉴트리바이오텍,12.0,G35,제약과생물공학,제약
A222080,씨아이에스,12.0,G45,전자와 전기제품,전기제품
A222110,팬젠,12.0,G35,제약과생물공학,생물공학
A222420,쎄노텍,12.0,G15,소재,화학
A222800,심텍,12.0,G45,기술하드웨어와장비,전자장비와기기
A222810,한류에이아이센터,12.0,G45,소프트웨어와서비스,소프트웨어
A222980,한국맥널티,12.0,G30,"식품,음료,담배",식품
A223310,이에스브이,12.0,G45,전자와 전기제품,전자제품
A224060,코디엠,12.0,G45,반도체와반도체장비,반도체와반도체장비
A224110,에이텍티앤,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A225190,삼양옵틱스,12.0,G45,기술하드웨어와장비,전자장비와기기
A225330,씨엠에스에듀,12.0,G25,교육서비스,교육서비스
A225430,케이엠제약,3.0,G30,가정용품과개인용품,가정용품
A225530,보광산업,12.0,G20,자본재,건축자재
A225570,넷게임즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A225590,패션플랫폼,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A225650,쿠첸,12.0,G25,내구소비재와의류,가정용기기와용품
A226340,본느,12.0,G25,내구소비재와의류,화장품
A226350,아이엠텍,12.0,G45,기술하드웨어와장비,핸드셋
A226360,이엑스티,12.0,G20,자본재,건축자재
A226400,오스테오닉,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A226440,한송네오텍,12.0,G45,디스플레이,디스플레이장비및부품
A226950,올릭스,12.0,G35,제약과생물공학,생물공학
A227100,디자인,12.0,G45,기술하드웨어와장비,핸드셋
A227610,아우딘퓨쳐스,12.0,G25,내구소비재와의류,화장품
A227950,마이크로텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A228340,동양파일,12.0,G20,자본재,건축자재
A228850,레이언스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A230240,에치에프알,12.0,G45,기술하드웨어와장비,통신장비
A230360,에코마케팅,12.0,G25,미디어,광고
A230980,솔트웍스,12.0,G20,자본재,우주항공과국방
A232140,와이아이케이,12.0,G45,반도체와반도체장비,반도체와반도체장비
A234100,세원,12.0,G25,자동차와부품,자동차부품
A234300,에스트래픽,12.0,G45,소프트웨어와서비스,IT서비스
A234920,자이글,12.0,G25,내구소비재와의류,가정용기기와용품
A236200,슈프리마,12.0,G45,기술하드웨어와장비,전자장비와기기
A237690,에스티팜,12.0,G35,제약과생물공학,제약
A237750,피앤씨테크,12.0,G20,자본재,전기장비
A237880,클리오,12.0,G25,내구소비재와의류,화장품
A238090,앤디포스,12.0,G45,기술하드웨어와장비,핸드셋
A238120,로고스바이오,12.0,G35,제약과생물공학,생명과학도구및서비스
A238200,비피도,12.0,G35,제약과생물공학,제약
A238490,힘스,12.0,G45,디스플레이,디스플레이장비및부품
A239610,에이치엘사이언스,12.0,G35,제약과생물공학,제약
A240810,원익IPS,12.0,G45,반도체와반도체장비,반도체와반도체장비
A241520,DSC인베스트먼트,12.0,G40,다각화된금융,창업투자
A241690,유니테크노,12.0,G25,자동차와부품,자동차부품
A241710,코스메카코리아,12.0,G25,내구소비재와의류,화장품
A241770,메카로,12.0,G45,반도체와반도체장비,반도체와반도체장비
A241790,오션브릿지,12.0,G45,반도체와반도체장비,반도체와반도체장비
A241820,피씨엘,12.0,G35,제약과생물공학,생명과학도구및서비스
A242040,나무기술,12.0,G45,소프트웨어와서비스,IT서비스
A243070,휴온스,12.0,G35,제약과생물공학,제약
A243840,신흥에스이씨,12.0,G45,전자와 전기제품,전기제품
A245620,EDGC,12.0,G35,제약과생물공학,생명과학도구및서비스
A246690,티에스인베스트먼트,12.0,G40,다각화된금융,창업투자
A246710,티앤알바이오팹,12.0,G35,제약과생물공학,생물공학
A246720,아스타,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A250000,보라티알,12.0,G30,식품과기본식료품소매,식품과기본식료품소매
A250060,모비스,12.0,G45,기술하드웨어와장비,전자장비와기기
A251370,와이엠티,12.0,G15,소재,화학
A251630,브이원텍,12.0,G45,디스플레이,디스플레이장비및부품
A252500,세화피앤씨,12.0,G25,내구소비재와의류,화장품
A253450,스튜디오드래곤,12.0,G25,미디어,방송과엔터테인먼트
A255220,SG,12.0,G20,자본재,건축자재
A255440,야스,12.0,G45,디스플레이,디스플레이장비및부품
A256940,케이피에스,12.0,G45,디스플레이,디스플레이장비및부품
A257370,명성티엔에스,12.0,G45,전자와 전기제품,전기제품
A258610,이더블유케이,12.0,G20,자본재,기계
A258830,세종메디칼,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A259630,엠플러스,12.0,G45,전자와 전기제품,전기제품
A260660,알리코제약,12.0,G35,제약과생물공학,제약
A260930,씨티케이코스메틱스,12.0,G25,내구소비재와의류,화장품
A263020,디케이앤디,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A263050,유틸렉스,12.0,G35,제약과생물공학,생물공학
A263540,샘코,12.0,G20,자본재,우주항공과국방
A263600,덕우전자,12.0,G45,기술하드웨어와장비,핸드셋
A263690,디알젬,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A263700,케어랩스,12.0,G35,건강관리장비와서비스,건강관리기술
A263720,디앤씨미디어,12.0,G25,미디어,출판
A263750,펄어비스,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A263770,유에스티,12.0,G15,소재,철강
A263800,데이타솔루션,12.0,G45,소프트웨어와서비스,IT서비스
A263810,상신전자,12.0,G45,기술하드웨어와장비,전자장비와기기
A263860,지니언스,12.0,G45,소프트웨어와서비스,소프트웨어
A263920,에스엔피월드,12.0,G25,내구소비재와의류,화장품
A264450,유비쿼스,12.0,G45,기술하드웨어와장비,통신장비
A264660,씨앤지하이테크,12.0,G45,반도체와반도체장비,반도체와반도체장비
A265520,AP시스템,12.0,G45,디스플레이,디스플레이장비및부품
A265560,영화테크,12.0,G25,자동차와부품,자동차부품
A267790,배럴,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A267980,매일유업,12.0,G30,"식품,음료,담배",식품
A268600,셀리버리,12.0,G35,제약과생물공학,생물공학
A269620,시스웍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A270870,뉴트리,12.0,G35,제약과생물공학,제약
A272290,이녹스첨단소재,12.0,G45,기술하드웨어와장비,전자장비와기기
A275630,에스에스알,12.0,G45,소프트웨어와서비스,소프트웨어
A277070,린드먼아시아,12.0,G40,다각화된금융,창업투자
A277410,인산가,12.0,G30,"식품,음료,담배",식품
A285490,노바텍,12.0,G45,기술하드웨어와장비,핸드셋
A288620,에스퓨얼셀,12.0,G45,전자와 전기제품,전기제품
A289080,SV인베스트먼트,3.0,G40,다각화된금융,창업투자
A290120,대유에이피,12.0,G25,자동차와부품,자동차부품
A290270,휴네시온,12.0,G45,소프트웨어와서비스,소프트웨어
A290380,대유,12.0,G15,소재,화학
A290550,디케이티,12.0,G45,기술하드웨어와장비,핸드셋
A290650,엘앤씨바이오,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A290660,네오펙트,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A290670,대보마그네틱,12.0,G45,전자와 전기제품,전기제품
A290720,푸드나무,12.0,G30,"식품,음료,담배",식품
A290740,액트로,12.0,G45,기술하드웨어와장비,핸드셋
A293580,나우아이비캐피탈,12.0,G40,다각화된금융,창업투자
A298380,에이비엘바이오,12.0,G35,제약과생물공학,생물공학
A299900,위지윅스튜디오,12.0,G25,미디어,방송과엔터테인먼트
A299910,베스파,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A302430,이노메트리,12.0,G45,전자와 전기제품,전기제품
A900010,3노드디지탈,12.0,,,
A900020,코웰이홀딩스,12.0,,,
A900040,차이나그레이트,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A900060,중국식품포장,3.0,,,
A900070,글로벌에스엠,12.0,G20,자본재,기계
A900080,에스앤씨엔진그룹,12.0,G25,자동차와부품,자동차부품
A900090,차이나하오란,12.0,G15,소재,종이와목재
A900100,뉴프라이드,12.0,G25,자동차와부품,자동차부품
A900110,이스트아시아홀딩스,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A900120,씨케이에이치,6.0,G35,제약과생물공학,제약
A900130,웨이포트,12.0,,,
A900150,성융광전투자유한공사,12.0,,,
A900180,완리,12.0,,,
A900250,크리스탈신소재,12.0,G15,소재,화학
A900260,로스웰,12.0,G25,자동차와부품,자동차부품
A900270,헝셩그룹,12.0,G25,내구소비재와의류,레저용장비와제품
A900280,골든센츄리,12.0,G25,자동차와부품,자동차부품
A900290,GRT,6.0,G45,디스플레이,디스플레이장비및부품
A900300,오가닉티코스메틱,12.0,G25,내구소비재와의류,화장품
A900310,컬러레이,12.0,G25,내구소비재와의류,화장품
A900340,윙입푸드,12.0,G30,"식품,음료,담배",식품
A950030,네프로아이티,3.0,,,
A950110,SBI핀테크솔루션즈,3.0,G45,소프트웨어와서비스,IT서비스
A950130,엑세스바이오,12.0,G35,제약과생물공학,생명과학도구및서비스
A950140,잉글우드랩,12.0,G25,내구소비재와의류,화장품
A950160,코오롱티슈진,12.0,G35,제약과생물공학,생물공학
A950170,JTC,2.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
